368	23	25	25	26	27	27	28	29	31	31	31	33	34	34	36	36	38	39	40	41	42	42	43	44	47	48
372	21	22	22	23	23	23	23	23	23	23	23	24	25	25	25	25	25	25	25	26	26	26	26	26	26	26
376	56	57	60	64	66	69	70	72	74	74	75	77	79	84	84	84	86	87	87	89	89	90	92	92	92	92
380	128	129	129	130	130	130	130	130	130	130	130	130	130	129	129	128	128	128	127	126	126	125	124	122	121	121
384	604	614	623	630	640	652	666	681	692	705	719	740	758	777	796	812	829	846	865	887	911	928	944	959	979	1001
388	42	42	42	42	42	42	42	43	43	43	44	46	46	46	46	47	47	47	47	48	50	51	51	51	52	52
392	639	640	641	642	643	646	646	648	649	651	651	652	653	653	653	655	654	654	654	653	653	653	651	651	650	648
400	1	1	1	2	2	2	5	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	6
404	58	59	60	62	64	66	66	67	69	70	73	75	76	80	85	87	88	90	92	92	96	97	100	102	104	106
408	976	1001	1016	1042	1063	1079	1094	1114	1147	1163	1177	1184	1201	1215	1224	1240	1252	1266	1282	1297	1309	1313	1324	1332	1344	1352
410	23	23	25	25	25	25	25	25	25	26	26	26	26	26	26	27	27	27	28	29	29	29	29	29	29	29
414	15	15	15	15	15	14	15	15	15	15	15	15	15	15	15	15	17	17	17	17	18	18	18	18	20	21
422	161	165	169	172	175	179	182	186	189	193	196	199	202	206	211	213	213	215	218	221	223	225	229	232	235	239
428	49	49	49	48	48	48	47	45	45	45	44	44	43	43	42	41	41	41	41	41	41	41	41	41	39	39
430	163	163	163	162	162	162	179	194	217	233	248	258	264	270	278	288	302	306	316	325	341	351	359	369	379	389
434	153	161	171	176	183	188	195	203	214	223	236	242	246	254	260	272	280	288	298	305	314	327	335	344	355	370
440	22	22	22	22	22	22	22	22	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21
446	7	7	7	8	8	8	8	8	9	9	9	9	9	9	9	9	9	9	9	9	10	10	10	10	10	10
450	66	75	83	88	93	93	98	101	106	111	114	117	125	127	131	136	142	150	158	168	176	186	189	196	203	211
458	3168	3250	3332	3417	3493	3569	3651	3718	3795	3874	3949	4021	4088	4173	4234	4306	4375	4440	4514	4579	4645	4712	4772	4832	4896	4953
462	88	93	98	99	103	106	110	114	116	120	124	131	133	137	141	146	150	158	165	171	173	183	187	189	193	198
470	11	11	11	11	11	11	12	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13
474	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
478	32	33	34	35	36	38	38	40	40	41	42	43	45	45	46	47	50	50	51	52	53	55	55	58	58	60
480	236	239	241	243	246	248	252	255	258	260	263	265	268	271	274	278	280	284	288	290	293	295	297	300	302	305
484	332	341	349	357	367	373	384	386	403	413	418	427	438	445	453	462	468	472	479	488	493	500	506	511	514	520
504	1165	1183	1199	1220	1234	1249	1272	1304	1322	1354	1375	1395	1420	1439	1461	1480	1496	1513	1538	1564	1585	1603	1621	1645	1672	1696
508	124	131	139	149	159	168	172	176	186	188	190	195	200	205	208	216	226	230	236	246	255	262	271	275	280	294
512	5	6	6	7	8	8	8	8	10	11	12	12	14	14	15	15	15	16	16	17	18	20	20	22	22	23
516	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	8	8	8	8	8	8
528	121	122	124	124	124	125	125	126	126	127	128	128	129	130	130	130	130	130	130	131	131	131	131	131	131	131
530	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
548	63	64	64	66	68	71	74	77	79	82	85	86	88	91	93	95	98	101	105	108	110	111	111	113	116	118
554	24	25	25	25	25	25	26	27	27	27	27	27	27	28	29	29	30	30	31	31	32	32	33	33	33	34
558	292	296	302	307	313	316	322	333	343	352	363	371	381	389	400	412	424	430	439	448	454	470	477	485	494	501
566	2066	2188	2313	2435	2561	2687	2766	2846	2933	3018	3095	3184	3274	3372	3461	3544	3649	3746	3846	3951	4045	4156	4265	4371	4480	4587
578	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
586	1297	1360	1422	1481	1546	1613	1660	1705	1752	1805	1857	1909	1958	2011	2056	2109	2166	2215	2268	2324	2375	2427	2492	2544	2604	2665
591	115	120	124	127	130	135	137	139	140	143	144	146	148	150	153	156	159	161	163	165	170	173	173	174	174	176
598	262	267	299	305	312	320	328	334	338	344	350	355	361	380	386	389	394	396	399	405	410	421	428	437	443	462
604	768	787	809	828	842	855	872	889	900	912	928	938	958	971	986	1010	1022	1043	1061	1078	1091	1104	1121	1139	1156	1171
608	6460	6600	6753	6897	7056	7187	7341	7492	7653	7803	7947	8106	8256	8399	8560	8723	8854	8994	9144	9276	9426	9557	9684	9799	9938	10069
616	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	56	56	56	57	57	57	57
620	76	76	76	76	76	76	76	76	76	76	76	76	76	76	76	75	75	75	75	75	75	74	73	73	73	72
624	57	58	58	61	61	63	64	65	66	70	70	72	72	74	74	75	77	79	79	82	82	84	84	87	90	91
626	103	108	109	112	113	115	119	120	123	125	126	129	130	131	135	136	137	138	140	142	144	146	149	153	153	154
630	68	68	69	69	69	70	70	70	70	71	72	72	72	74	75	77	77	78	78	81	81	84	84	84	85	85
634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	5	5	5	5	6
638	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3
642	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
643	294	294	294	294	294	294	293	293	292	290	290	289	289	289	285	284	283	283	282	280	279	277	276	275	274	274
682	39	40	44	85	97	102	103	108	112	116	120	122	123	125	125	127	130	131	134	142	143	146	149	153	155	158
686	697	716	735	753	778	793	811	838	854	881	899	927	954	974	1007	1029	1055	1084	1111	1136	1162	1193	1227	1248	1282	1311
694	108	110	110	111	111	113	116	119	124	127	127	131	132	138	140	144	146	148	154	157	159	163	166	169	172	176
702	24	24	24	26	26	26	27	27	27	28	28	29	29	30	30	30	30	30	30	31	31	31	31	31	31	31
704	5399	5527	5650	5777	5902	6035	6146	6251	6361	6473	6581	6691	6788	6886	7004	7102	7191	7266	7365	7448	7543	7640	7730	7830	7919	8006
705	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
706	221	245	266	289	309	324	338	358	371	381	391	402	421	442	455	466	482	503	520	531	540	561	580	608	619	635
710	2879	2961	3045	3127	3201	3295	3365	3442	3517	3592	3668	3746	3830	3914	3993	4076	4152	4231	4323	4409	4490	4572	4651	4736	4822	4906
724	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	202	201	200
736	58	59	60	64	64	66	67	68	69	72	74	76	76	81	83	84	86	86	91	91	93	94	95	98	100	100
740	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	10	10	10	10
752	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
760	598	619	634	651	668	689	705	728	742	764	779	802	823	839	863	882	903	925	946	968	993	1012	1031	1054	1074	1098
764	3454	3496	3531	3577	3629	3673	3703	3730	3758	3786	3814	3844	3867	3893	3923	3946	3979	3996	4020	4046	4071	4089	4110	4135	4155	4181
768	67	70	72	75	77	80	82	85	87	90	93	95	96	100	101	104	107	110	114	116	120	122	125	128	132	136
780	389	395	399	404	409	413	416	420	424	426	429	433	439	442	448	451	458	462	466	473	478	482	486	490	496	501
784	7	7	7	7	7	7	8	8	8	8	8	8	8	9	9	9	9	9	9	9	9	9	9	9	10	10
788	839	858	879	896	909	924	950	966	987	1001	1015	1036	1057	1072	1086	1099	1114	1131	1147	1164	1175	1190	1203	1224	1243	1262
792	1534	1558	1579	1597	1620	1661	1687	1713	1740	1762	1793	1818	1840	1868	1899	1929	1952	1983	2003	2026	2043	2060	2082	2101	2114	2137
804	508	507	507	507	507	506	506	502	498	495	495	493	492	491	491	490	488	487	487	485	483	483	478	476	475	473
818	2436	2492	2539	2591	2635	2689	2744	2797	2846	2904	2964	3016	3070	3124	3177	3230	3280	3328	3381	3430	3485	3529	3574	3619	3663	3705
826	220	220	220	220	220	220	221	221	221	221	221	221	221	221	221	222	223	223	223	223	223	223	223	223	223	223
834	134	137	142	144	148	150	152	156	158	160	165	169	174	185	193	201	205	212	218	223	230	236	241	244	249	252
840	856	864	868	879	892	900	905	916	925	935	944	953	960	972	978	988	998	1004	1008	1018	1026	1033	1044	1055	1059	1069
858	84	84	84	84	85	88	88	89	89	91	92	92	93	93	93	94	94	94	96	96	97	97	98	98	98	98
862	273	278	287	292	301	305	314	322	325	335	340	351	355	362	368	374	382	391	398	404	410	416	420	426	430	439
882	23	23	23	23	24	25	25	25	25	25	25	26	26	26	26	26	27	28	28	29	29	29	31	32	32	32
887	616	658	698	732	772	813	847	876	907	937	967	1000	1039	1082	1117	1159	1206	1241	1280	1322	1359	1409	1451	1498	1539	1587
